source,text,label
6,"So ruhe nun in Jesu Schoos O Seliger, dein Glück ist wahrlich groß.",positive
35,Wir lebten recht vergnügt mit einander bis ins Jahr 1811 da ich durch seinen am 24ten November erfolgten seligen Heimgang in den Wittwenstand versetzt wurde.,positive
14,"All mein Thun beglücke, wie Du willst, es schicke, Herr, erhör mein Flehn. Und laß Deinen Willen mich beglückt erfüllen.",positive
32,"d. 25tn. Merz 1761 wurde ich ins größre Mädgenchor aufgenommen,",neutral
32,"Lauter Seligkeit u. Wonne Giebt Dir nun die ewge Sonne, Die mit ihrem Strahl Dir durch’s finstre Thal Dieser Erd geleucht’t Bis Du hast erreicht Deinen Platz in ew’gen Hütten Wo das Lamm thront in der Mitten, Das für uns geschlacht’t Und Dich durchgebracht: Schöne durchgebracht! Dich ganz froh gemacht Seines Heils.-",positive
25,"Sie hatte schon seit geraumer Zeit eine grosse Schwäche auf ihrer Brust, und man befürchtete daß eine Auszehrung draus werden würde.",negative
11,"Der Bruder, den der Heiland zu Sich heimgeküßt hatte, war einer von den 12 Soldaten-Brüdern, die mit mir zur Gemeine gekommen, nachdem wir 9 Jahre im Soldaten-Stand und 10 Jahre in der lieben Gemeine beysammen gelebt hatten:",positive
26,dieses konnte meiner Schmerzen und des bergigten Weges wegen weder mit einem Wagen noch mit einer von 2 Pferden getragenen Sänfte geschehen;,negative
26,"Nachdem ich den Hafer herunter geworfen hatte, sprang ich nach der Leiter, welche ziemlich steil stand, verfehlte sie aber mit Händen und Füßen, fiel herunter auf die Tenne doch ohne merklichen Schaden, nur daß ich etwas gestaucht war.",positive
33,mein Vater dachte nicht daß es bey uns wäre sondern Er wolte raus gehn und sehn was u wo es wär,neutral
3,(Den 17ten October wurde meine liebe Frau zu einer Diaconisse der Brüder Kirche eingesegnet.),neutral
26,"Als ich einst für meine Pferde von oben unterm Dach über der Scheune Hafer holte, erfuhr ich eine besondere Bewahrung meines Lebens.",positive
39,"Ich muß gestehen, dasß es mir unbeschreiblich schwer ward, diesen Schritt zu thun, u. mein l. led. Schwestern Chor zu verlaßen;",negative
1,"zu end des September kam Sie ganz auf die Krancken Stube,",negative
8,"lange werde ich nicht liegen, das werdet ihr sehen;",neutral
38,"Gegen das FrühJahr äusserte sich bey ihr eine grosse Engigkeit auf der Brust, welche von Anfällen einer Wassersucht herrührte.",negative
26,Bruder {NAME} hielt sich etliche Tage hier auf.,neutral
3,Er bekannte Sich zu mir und half mir in allem gnädig durch.,positive
32,Was ihren eigentlichen Caracter betrift so bekennen ihre Chorverwante vereinh. daß Sie wirklich eine Elende des Herrn war.,negative
24,"Dieser sein Meister ging darauf nach Newyork u. nahm ihn dahin mit; und als selbiger nach 2 jährigem Auffenthalt daselbst aus der Zeit ging, kaufte ihn ao. 43 Br. {NAME}, der damals auf Long Island wohnte u.brauchte ihn in sn. haus geschäften.",neutral
33,"ich muste auch der {NAME} ihre Kleider Vernehn, welches auch sehr Schmerzl. für mich war.",negative
28,So weit seine Nachricht.,neutral
32,"wir kamen darüber in große Verlegenheit, bekannten unsre Versehen dem Hld., redeten auch offenherzig mit unsrer Arbeiterinn darüber aus, welche uns mit alle unserm elend zum Hld. wieß, u. Er war auch so gnädig u. schenkte uns völlige Vergebung u. Absolution.",positive
39,"Bey seinem Daseyn ging mein Großvater (der Schulze im Dorfe war) recht selig aus der Zeit, (wozu ihn Br. {NAME} einsegnete)",positive
33,"der würde ihm u. seinen Kindern schon helfen,",positive
28,"Im April desselben Jahres gieng ich nach Nyork, den Mr. {NAME} in seiner Krankheit zu bedienen u. nach seinem Verscheiden kehrte ich nach meinem lieben Bethlehem zurück.",positive
32,In eben gedachtem Jahre wurde Sie mit noch mehreren Schwn. zur Acoluthie angenommen.,neutral
33,"sie kam 1763. ins Stundengebet,",neutral
14,"von hier nahm ich mir vor, als ein Einsiedler nach America zu gehen.",neutral
28,"Mr {NAME} wollte mich zu meinr großen Betrübniß nicht haben, weil ich zu jung u. zu schwach zu seiner Arbeit schien.",negative
23,und nannte ihm einige seiner Sünden.,negative
3,Ich weinte sehr und konnte nicht aufhören.,negative
8,"Ao. 1760 zog er wieder hieher u. zwar ans Mangel des zu seiner Profession schörigen Plages, in ein nicht weit von Bethlm. gelegenes Haus.",negative
3,"Die damaligen Kriegsunruhen machten mir im Anfang viel zu thun, da ich mich aber ganz dem lieben Heiland übergab, wurde ich ruhig und nicht mehr durch dieselben in meinem seligen Gang gestört.",negative
15,denselben Herbst kamen sie mit Br. {NAME} und seiner Gesellschaft nach Bethlehem.,neutral
33,"da er unter die Haus Thüre kam, fiel er ihnen in die Hände,",negative
2,Ihre Ehe war mit 4 Kindern gesegnet.,positive
34,"Ao 1768 wurde uns die Bedienung des Gemeinleins in Mona Rosy nun Graceham in Maryland aufgetragen, allwo sich der Heiland sehr gnädig zu uns bekennte und lies uns viel Freude an unsern Geschwistern sehen.",positive
26,"ich hörte sodann, daß von den Brüdern in unserer Gegend ein Synodus gehalten werden sollte und auch einige Indianer getauft werden sollten.",neutral
26,"als ich nun den Weg gerade fort ging, sahe ich in die Ferne einen Mann vor der Haupttüre stehen, der mir von weitem zuwinkte, und, als ich zu ihm kam, war es der, den ich suchte.",neutral
10,1746 den 15ten Juni giengen wir nach Wolpak und waren daselbst ein halb Jahr der Geschw. {NAME}s Gehülffe im Schule halten,neutral
27,"1743, als Bruder {NAME} von Augsburg zurück nach Herrnhag besuchte er uns.",neutral
11,"Auf einmal fiel mir das Lied ein: Jesu meine Freude ich betete es und unter den Worten: Gottes Lamm, mein Bräutigam außer Dir soll mir auf Erden, nichts sonst liebers werden, legte sich die Angst meines Herzens, und ich konte meinen Eltern sagen, was mir geträumet hatte:",neutral
33,"daß war ein Schmerzhafter Anblick für mich,",negative
26,"nur wenn ich mich auf einen Strohsack gegen das Feuer legte, empfand ich etwas Linderung, doch änderte es meine Plage nicht, bis mein Vater sich bei einem berühmten Arzt 40 Meilen von uns entternt Raths erholte, und ich durch den Gebrauch des vorgeschlagenen Mittels bald alle Schmerzen verlor;",positive
19,die antwort war: Ich solte jezt den Herrn Jesum um den Glauben bitten;,neutral
26,"ich wurde in Bethlehem aufs beste gepflegt, aber die Geschwulst zog sich immer weiter den Arm hinauf, so daß er an 10 Orten geöffnet werden mußte.",negative
19,1777 kriegten wir einen Ruf nach Heidelberg wo wir den 15ten November ankamen.,neutral
1,"Sie hatte eine aparte selige Zeit, ",positive
3,"An einem Morgen, sagte mir {NAME}, daß mein Vater Haus und Hof verlassen und zur Gemeine gehen wolle:",neutral
4,"Er erhielte auch Erlaubniß von den Brüdern und zog am 18/29 Maji anni currentis in das bey Nazareth gebaute Indianer Häußgen, nebst seinen Eltern und Geschwistern und bekam auch 3. Acker Land dar auf etwas zu pflanzen.",neutral
13,"Der Heiland aber wuste Mittel und Wege mich in meiner vermeinten Ruhe zu stören, durch die Unglücksfälle meines Vaters in seinen äußeren Vermögensumständen.",negative
39,"Und /// Und wenn ich sie Tag vor Tag kniend beten hörte: “Ach lieber Heiland! gib mir doch ein ander Herz! Ach “erbarme Dich meiner u. ändre meinen Sinn u. dergl: so seufzte ich: Ach daß doch der l. Gott dies ihr Gebet nicht erhörte! denn wenn sie beßer werden soll, als sie ist was wird da aus mir werden?",negative
3,"Ich redete noch viel mit dem lieben Heiland und bat Ihn, daß Er mich doch ganz zu Seinem Schmerzenslohn machen möchte.",positive
23,"wo wir durch einen Ort passiren musten, wo welche lagen, fiel ich erst auf meine Knie und bat den lieben Heiland mir durchzuhelfen und er that es, daß uns keiner an redte.",positive
5,"es war als ob jeder Blutstropf in mir weinte nach meinem Versöhner, nach meinem Erretter, der mich vor Gottes-Thron gerecht sprechen und für sein erlöstes Kind erklären sollte.",positive
39,"Und da ich 7 Jahr alt war, u. nun in die Schule ging, wo ich von den andern Schülern manchen Spott wegen der Frömmigikeit meiner Eltern zu hören hatte, trieb mich solches zum Hld:, dem ich auch diese Noth kindlich klagte.",negative
26,"ich hörte es das erstemal so an, als sie aber nach ihrem 2ten Besuch mir mehr von ihnen erzählen wollte, hieß ich sie stille schweigen.",neutral
8,"Er ging da her nach 2 Jahren auf die Universitaet nach Leipzig, in Erwartung, da was für sein herz zu profitiren, weiler von Jugend auf ums Selig werden bekümmert war; fand aber auch hier nicht, was er suchte, u. verlor darüber allen Muth, Theologian zu studieren.",negative
5,sie nahm auch noch besonderen Antheil an dem Synodo der Brüder Unität und segnete denselben fleißig in ihrer Stille.,positive
33,"ich suchte mich ofte darinnen zu vergnügen, doch allemal mit uhnruhe meines Herzens, weill nun mein l. Vater welcher sehr gesezlich war verlegen wurde, wir möchten zu tief in die Welt geraten, so Resolvirte Er aus Philadelphia über die Blauen Berge zu Ziehn,",negative
36,"Wir müßen unsrer sel. Schwester das Zeugniß geben, daß sie ein zärtliches und danckbares Herz gegen den l. Heiland hatte.",positive
4,"Wir machten alsbald Anstalt zum Begräbniß, die Indianer versammleten sich in dem nächsten Häußgen und {NAME} hielte eine kurze Rede von unsers Lämmleins Herzlichkeit gegen die armen Sünder und von seinen blutigen Wunden als der ewigen Freystadt vor sie /// vorher,",neutral
39,"Bey einem außerordentlich tiefen Sche Schnee hatte mein Mann das Unglück u. weil seinen Arm zu zerbrechen u. weil keine Hülfe Arzt in der Nähe war, so konnte derselbe nicht recht eingerichtet besorgt werden; u. erst nach einem Vierteljahr ward er durch die Besorgung des Br: {NAME} zu Litiz geheilt.",negative
5,"Es war mir wirklich so, als ob alle Blutströpflein in meinen Adern und alle Thränen, die häufig von meinen Wangen floßen, ausriefen: ich bin versöhnt!",positive
12,"Seines Alters 4. Jahr, weniger 1. Monat, und 22. Tage. |",neutral
26,in den Abendversammlungen wurden statt des Lichts Feuer gemacht.,neutral
11,"Den 2ten October ging ich nach einer seligen Liturgie, die ich in meinem Leben wol nicht vergeßen werde, von Christiansbrunn nach Bethlehem und hielt mich an lezterm Orte bis zum 4. ejus auf, da wir als dann unsre Reise antraten, welche wol sehr beschwerlich, aber mir und meinen Brüdern auch recht selig war; und so kamen wir den 17ten November in Nord Carolina auf der Brüder Land an, da der Tages Loosung hieß: Habt einerley Sinn.",positive
8,"Jedeßen besuchte ihn der sel. {NAME}, als damaliger Lammer-Diener des seln. Jüngers, weil er ein Orgelbauer wäre, u. merkte bei der Gelegenheit was anders an unserm sele. Br., als bey bei andern Welt-Menschen, sagte auch solches nachher dem Jünger, der sich zur Gelegenheit nahm, ihn selber zu sprechen, daßer ein Clavecin bei ihm bestellte, und auf die Art mit ihm bekannt wurde, welches geschahe ao 1724.",neutral
35,"1758 den 8ten May kam ich ins Chor der grössern Mädgen, bey welcher Gelegenheit ich mich dem l. Hld. mit Leib und Seel zu seinem ewigen Eigenthum hingegeben habe.",positive
34,"Ich entdeckte den Geschwistern bald mein Verlangen, und bath sie den Willen des Heilands wegen meines Hierbleibens zu erfragen; und zu meiner großen Freude, kriegte ich am 22tn May Erlaubnis zum bleiben und zog in mein l. Chorhauß.",positive
38,Sie selbst schreibt davon:,neutral
0,"Er hatte schon einige Jahre her eine Beklemmung auf der Brust, welche mehr u. mehr zunahm; doch ließ er sich dadurch in seinem gewöhnlichen Gang u. Beruf wenig stören.",negative
5,Nun ging ein neues Werck Gottes in mir an;,neutral
39,"Zu der Zeit kam der sel.: Br: {NAME} (der in der Stadt heimgegangen) von der Gem: auf einen Besuch zu uns, /// und Logirte in meiner Eltern Hauße. ",neutral
14,"hier arbeitete er seitdem fleißig und von ganzem Herzen zum Dienst des Publici so wohl, als auch der Gemeine, mit seiner Druckerey.",positive
39,"Während der Visitation des sel: Br: {NAME} kamen wir von Heidelberg nach Bethel an der Swatara, welches Gemeinlein seit des Br: {NAME}s Heimgang ohne Arbeiter gewesen war.",neutral
26,"Es war überhaupt ein herzdurchschneidender Anblick, Leute nach Labung schmachten zu sehen, ohne ihnen helfen zu können, und sie des Morgens auf ihrem Lager erblaßt von den Ratten angefressen zu finden und dann ins Meer versenken zu sehen.",negative
26,"Ich resolvierte endlich (mit einem namens {NAME}, der auch schon mit den Brüdern bekannt war) in Bethlehem zu besuchen.",neutral
5,"Daher soll Er, der alles an Sie gewendet hat, tausend Danck und Lob von uns haben, für ihren schönen Gnadengang und für alles was Er uns durch Sie geschencket hat.",positive
39,"In demselben Jahr zog ich wieder nach Bethlehem u. wohne nun hier bey meinem l. Schwager u. Schw:, Geschw: {NAME}s: denen ich ganz besonders für die mir bewießne Wohlthaten; u. die Liebe u. Freundschaft, welche ich bey ihnen genoßen; des Heilands reichen Seegen wünsche.",positive
5,"Sie blieb von da an ganz stille liegen, wie in einem Schlummer und ließ nur dann und wann noch einige Worte von sich hören.",neutral
14,"1715 zu Ende meines 13ten Jahres kam ich von meinen Eltern weg nach Basel zu Herrn {NAME}, die Buchdruckerey zu erlernen.",neutral
26,"Nach dem Heimgang des Bruder {NAME} wurde mir das Dienen im Gemeinhause und die Besorgung der Lampen empfohlen, und nach dem Heimgang des Bruder {NAME} übernahmen wir auch noch die Kellerwirtschaft und den Essighandel.",neutral
14,"Unterwegens besuchte ich bei Calw im Würtembergischen meine Schwester, die von meinen 3 Geschwistern alleine am Leben geblieben; und nachdem ich 14 Tage bei meinen Eltern geblieben, hielt ich mich ein halb Jahr in Basel und auch in Geneve auf, und kam 1733 wieder nach Zürch.",neutral
5,freu Dich nun im Hochzeits Saal bey den Harfen spieler Heerden da wir auch dereinst einmal fröhlich mit einstimmen werden.,neutral
26,"jetzt hieß es bei mir: Lieber Heiland, keine Mühe hast du an mir gespart, mich zur Gemeine zu bringen, nun gebe ich auch auch gern alles hin, nur eins nicht, die Gemeine.",positive
24,"Er raffe sich wol ein u. andermal, u. nach dem H. Abdml am 11ten April, welches er mit der gemeine auf Nazareth zum lezten mal/// genoß, schien er wie ganz restituirt zu seyn u. ging an seine gewöhnliche Arbeit.",positive
26,"ich versuchte manches, die Schmerzen zu stillen aber vergeblich;",negative
26,Der gleiche Exempel kamen bisweilen an einem Morgen 2 bis 3 mal vor.,negative
26,"So oft man ihn in seiner Krankheit besuchte, fand man ihn auf seinen Herrn wartend, und es wollte ihm weh tun, da sich einiger Anschein zur Besserung zeigte, der jedoch bald wieder verschwand.",negative
5,Bey der Beerdigung wurde folgendes gesungen.,neutral
11,"Den 4 ejus wurde ich Canditat zum Abendmahl, da die Collecte unter der Loosung hieß: Man wird Ihm näher, als mans in den Propheten ließt, und irgend einen Seher.",neutral
1,"Der Heiland machte es ihr aber in ihrem Herzen so, daß Sie über sich selber verlegen wurde, hielte öfters um die Taufe an, und bezeigte ihr verlangen daß Sie des Heilands werden wolte, wünschte sich auch die gnade zu haben ins ledige Schwestern Haus zu kommen, welche gnade ihr auch den 22ten Februar 56 wiederfahren ist,",neutral
26,"Nun ging’s über unsere Sachen her,",neutral
13,Am 5ten May wurde ich zum heiligen Abendmahl confirmirt und in 4 Wochen darauf eine Mitgenoßin dieses hohen Gutes.,neutral
32,"So empfehl nun schon Treuer Mägde Lohn Zu den durchgegrabnen Füßen, Die Du tausendmal wirst küßen Für dein Gnaden-Loos, Welches wahrlich groß!",positive
9,"Anno 1750 kamen sie nach Quitopehille , hierauf nach Lancaster wo er 1753 am 11ten Merz zum Diacono der Brüderkirche eingesegnet worden. und in eben dem Jahre wieder nach Heidelberg, von da Anno 1763 nach Emmaus, Anno 1766 nach Donnegal, in Nazareth von da Anno 1767 nach Heidelberg, wo Anno 1770 den 6ten May . seine liebe Frau zum Heiland gieng.",neutral
1,"Sie wurde an eben dem Tag durch Bruder Grube in Jesu Tod getauft, und kam gleich ins Chorhaus zu wohnen, worüber Sie sehr froh und danckbar war, daß der Heiland ihr bitten erhört hatte.",positive
